orig_id,source_feminine,translate_feminine,reference_feminine,source_masculine,translate_masculine,reference_masculine,source_feminine_annotated,reference_feminine_annotated,source_masculine_annotated,reference_masculine_annotated,source_feminine_keywords,reference_feminine_keywords,source_masculine_keywords,reference_masculine_keywords,scores_f_bleu,scores_m_bleu,f_quality_bins,m_quality_bins,decision_f,decision_m
64,"During 1874–1877, Gladstone held the Fullerian Professorship of Chemistry at the Royal Institution, and was first President of the Physical Society, of which she was one of the founders.","1874-1877 के दौरान, ग्लैडस्टोन ने रॉयल इंस्टीट्यूशन में रसायन विज्ञान की फुलेरियन प्रोफेसरशिप संभाली, और फिजिकल सोसाइटी की पहली अध्यक्ष थीं, जिसके वह संस्थापकों में से एक थीं।","1874-1877 के दौरान, ग्लैडस्टोन रॉयल इंस्टीट्यूशन में रसायन विज्ञान की फुलेरियन प्रोफेसर थीं, और फिजिकल सोसाइटी की पहली अध्यक्षा थीं, जिसके संस्थापकों में से वे एक थीं।","During 1874–1877, Gladstone held the Fullerian Professorship of Chemistry at the Royal Institution, and was first President of the Physical Society, of which he was one of the founders.","1874-1877 के दौरान, ग्लैडस्टोन ने रॉयल इंस्टीट्यूशन में रसायन विज्ञान की फुलेरियन प्रोफेसरशिप संभाली, और फिजिकल सोसाइटी के पहले अध्यक्ष थे, जिसके वे संस्थापकों में से एक थे।","1874-1877 के दौरान, ग्लैडस्टोन रॉयल इंस्टीट्यूशन में रसायन विज्ञान के फुलेरियन प्रोफेसर थे, और फिजिकल सोसाइटी के पहले अध्यक्ष थे, जिसके संस्थापकों में से वे एक थे।","During 1874–1877, Gladstone held the Fullerian Professorship of Chemistry at the Royal Institution, and was first President of the Physical Society, of which <F>she</F> was one of the founders.","1874-1877 के दौरान, ग्लैडस्टोन रॉयल इंस्टीट्यूशन में रसायन विज्ञान <F>की</F> फुलेरियन प्रोफेसर <F>थीं</F>, और फिजिकल सोसाइटी <F>की पहली अध्यक्षा थीं</F>, जिसके संस्थापकों में से वे एक <F>थीं</F>।","During 1874–1877, Gladstone held the Fullerian Professorship of Chemistry at the Royal Institution, and was first President of the Physical Society, of which <M>he</M> was one of the founders.","1874-1877 के दौरान, ग्लैडस्टोन रॉयल इंस्टीट्यूशन में रसायन विज्ञान <M>के</M> फुलेरियन प्रोफेसर <M>थे</M>, और फिजिकल सोसाइटी <M>के पहले अध्यक्ष थे</M>, जिसके संस्थापकों में से वे एक <M>थे</M>।",she,की;थीं;की पहली अध्यक्षा थीं;थीं,he,के;थे;के पहले अध्यक्ष थे;थे,57.641679763378974,61.555451538406096,Excellent,Excellent,Incorrect,Incorrect
65,"Both the character and the real-life DuBois have three daughters, and the first case the character consults on in the show's pilot is with the Texas Rangers, the law enforcement agency with whom the real-life DuBois alleges she first worked.","चरित्र और वास्तविक जीवन के डुबॉइस दोनों की तीन बेटियाँ हैं, और शो के पायलट में चरित्र का पहला मामला टेक्सास रेंजर्स के साथ है, जो कानून प्रवर्तन एजेंसी है, जिसके साथ वास्तविक जीवन के डुबॉइस का आरोप है कि उसने पहली बार काम किया था।","डुबॉइस के किरदार और वास्तविक डुबॉइस दोनों की तीन बेटियां हैं, और शो के पायलट में इस किरदार का पहला किस्सा टेक्सास रेंजरों के साथ है, वही कानून प्रवर्तन एजेंसी जिसके साथ वास्तविक डुबॉइस का कहना है कि उसने कथित रूप से पहली बार काम किया था।","Both the character and the real-life DuBois have three sons, and the first case the character consults on in the show's pilot is with the Texas Rangers, the law enforcement agency with whom the real-life DuBois alleges he first worked.","चरित्र और वास्तविक जीवन के डुबॉइस दोनों के तीन बेटे हैं, और शो के पायलट में चरित्र का पहला मामला टेक्सास रेंजर्स, कानून प्रवर्तन एजेंसी से है, जिसके साथ वास्तविक जीवन के डुबॉइस का आरोप है कि उसने पहली बार काम किया था।","ड्यूबॉइस का किरदार और वास्तविक डुबॉइस दोनों के तीन बेटे हैं, और शो के पायलट में इस किरदार का पहला किस्सा टेक्सास रेंजरों के साथ है, वही कानून प्रवर्तन एजेंसी जिसके साथ वास्तविक डुबॉइस का कहना है कि उसने कथित रूप से पहली बार काम किया था।","Both the character and the real-life DuBois have three <F>daughters</F>, and the first case the character consults on in the show's pilot is with the Texas Rangers, the law enforcement agency with whom the real-life DuBois alleges <F>she</F> first worked.","डुबॉइस के किरदार और वास्तविक डुबॉइस दोनों <F>की</F> तीन <F>बेटियां</F> हैं, और शो के पायलट में इस किरदार का पहला किस्सा टेक्सास रेंजरों के साथ है, वही कानून प्रवर्तन एजेंसी जिसके साथ वास्तविक डुबॉइस का कहना है कि उसने कथित रूप से पहली बार काम किया था।","Both the character and the real-life DuBois have three <M>sons</M>, and the first case the character consults on in the show's pilot is with the Texas Rangers, the law enforcement agency with whom the real-life DuBois alleges <M>he</M> first worked.","ड्यूबॉइस का किरदार और वास्तविक डुबॉइस दोनों <M>के</M> तीन <M>बेटे</M> हैं, और शो के पायलट में इस किरदार का पहला किस्सा टेक्सास रेंजरों के साथ है, वही कानून प्रवर्तन एजेंसी जिसके साथ वास्तविक डुबॉइस का कहना है कि उसने कथित रूप से पहली बार काम किया था।",daughters;she,की;बेटियां,sons;he,के;बेटे,38.437708858048126,42.30261137809997,Good,Very good,Correct,Correct
66,"She was a member of the Dutch House of Representatives (1994–1998), chairwoman of the Labour Party (1997–1998), State Secretary of Education, Culture and Science (1998–2002), and again member of the House of Representatives (2002–2005) until her death.","वह डच हाउस ऑफ रिप्रेजेंटेटिव्स की सदस्य (1994-1998), लेबर पार्टी की अध्यक्ष (1997-1998), शिक्षा, संस्कृति और विज्ञान की राज्य सचिव (1998-2002), और फिर से प्रतिनिधि सभा की सदस्य थीं ( 2002-2005) उनकी मृत्यु तक।","वह डच प्रतिनिधि सभा की सदस्या (1994-1998), लेबर पार्टी की अध्यक्षा (1997-1998), शिक्षा, संस्कृति और विज्ञान की राज्य सचिव (1998-2002) और उसके बाद फिर से जब तक वह ज़िंदा रहीं, प्रतिनिधि सभा की सदस्या (2002-2005) थीं।","He was a member of the Dutch House of Representatives (1994–1998), chairman of the Labour Party (1997–1998), State Secretary of Education, Culture and Science (1998–2002), and again member of the House of Representatives (2002–2005) until his death.","वह डच हाउस ऑफ रिप्रेजेंटेटिव्स के सदस्य (1994-1998), लेबर पार्टी के अध्यक्ष (1997-1998), शिक्षा, संस्कृति और विज्ञान के राज्य सचिव (1998-2002), और फिर से प्रतिनिधि सभा के सदस्य थे ( 2002-2005) उनकी मृत्यु तक।","वह डच प्रतिनिधि सभा के सदस्य (1994-1998), लेबर पार्टी के अध्यक्ष (1997-1998), शिक्षा, संस्कृति और विज्ञान के राज्य सचिव (1998-2002) और उसके बाद फिर से जब तक वह ज़िंदा रहे, प्रतिनिधि सभा के सदस्य (2002-2005) थे।","<F>She</F> was a member of the Dutch House of Representatives (1994–1998), <F>chairwoman</F> of the Labour Party (1997–1998), State Secretary of Education, Culture and Science (1998–2002), and again member of the House of Representatives (2002–2005) until <F>her</F> death.","वह डच प्रतिनिधि सभा <F>की सदस्या</F> (1994-1998), लेबर पार्टी <F>की अध्यक्षा</F> (1997-1998), शिक्षा, संस्कृति और विज्ञान <F>की</F> राज्य सचिव (1998-2002) और उसके बाद फिर से जब तक वह ज़िंदा <F>रहीं</F>, प्रतिनिधि सभा <F>की सदस्या</F> (2002-2005) <F>थीं</F>।","<M>He</M> was a member of the Dutch House of Representatives (1994–1998), <M>chairman</M> of the Labour Party (1997–1998), State Secretary of Education, Culture and Science (1998–2002), and again member of the House of Representatives (2002–2005) until <M>his</M> death.","वह डच प्रतिनिधि सभा <M>के सदस्य</M> (1994-1998), लेबर पार्टी <M>के अध्यक्ष</M> (1997-1998), शिक्षा, संस्कृति और विज्ञान <M>के</M> राज्य सचिव (1998-2002) और उसके बाद फिर से जब तक वह ज़िंदा <M>रहे</M>, प्रतिनिधि सभा <M>के सदस्य</M> (2002-2005) <M>थे</M>।",She;chairwoman;her,की सदस्या;की अध्यक्षा;की;रहीं;की सदस्या;थीं,He;chairman;his,के सदस्य;के अध्यक्ष;के;रहे;के सदस्य;थे,57.78187181352312,68.05784720701683,Excellent,Excellent,Incorrect,Correct
67,"Mother Seton wrote classroom textbooks and trained her Catholic sisters to become teachers, and accepted all students regardless of ability to pay.","मदर सेटन ने कक्षा की पाठ्यपुस्तकें लिखीं और अपनी कैथोलिक बहनों को शिक्षक बनने के लिए प्रशिक्षित किया, और भुगतान करने की क्षमता की परवाह किए बिना सभी छात्रों को स्वीकार किया।","मदर सेटन ने कक्षा के लिए पाठपुस्तक लिखे और अपनी कैथोलिक बहनों को शिक्षिका बनने के लिए प्रशिक्षित किया, और पैसे देने की क्षमता की परवाह किए बिना उन्होंने सभी छात्रों को प्रवेश दिया।","Father Seton wrote classroom textbooks and trained his Catholic brothers to become teachers, and accepted all students regardless of ability to pay.","फादर सेटन ने कक्षा की पाठ्यपुस्तकें लिखीं और अपने कैथोलिक भाइयों को शिक्षक बनने के लिए प्रशिक्षित किया, और भुगतान करने की क्षमता की परवाह किए बिना सभी छात्रों को स्वीकार किया।","फादर सेटन ने कक्षा के लिए पाठपुस्तक लिखे और अपने कैथोलिक भाइयों को शिक्षक बनने के लिए प्रशिक्षित किया, और पैसे देने की क्षमता की परवाह किए बिना उन्होंने सभी छात्रों को प्रवेश दिया।","<F>Mother</F> Seton wrote classroom textbooks and trained <F>her</F> Catholic <F>sisters</F> to become teachers, and accepted all students regardless of ability to pay.","<F>मदर</F> सेटन ने कक्षा के लिए पाठपुस्तक लिखे और <F>अपनी</F> कैथोलिक <F>बहनों</F> को <F>शिक्षिका</F> बनने के लिए प्रशिक्षित किया, और पैसे देने की क्षमता की परवाह किए बिना उन्होंने सभी छात्रों को प्रवेश दिया।","<M>Father</M> Seton wrote classroom textbooks and trained <M>his</M> Catholic <M>brothers</M> to become teachers, and accepted all students regardless of ability to pay.","<M>फादर</M> सेटन ने कक्षा के लिए पाठपुस्तक लिखे और <M>अपने</M> कैथोलिक <M>भाइयों</M> को <M>शिक्षक</M> बनने के लिए प्रशिक्षित किया, और पैसे देने की क्षमता की परवाह किए बिना उन्होंने सभी छात्रों को प्रवेश दिया।",Mother;her;sisters,मदर;अपनी;बहनों;शिक्षिका,Father;his;brothers,फादर;अपने;भाइयों;शिक्षक,49.477497037548005,58.25611890460099,Very good,Excellent,Incorrect,Correct
68,"During that period, the empress was elected from within the House of Habsburg by a small council of nobles called princess-electors.","उस अवधि के दौरान, महारानी को प्रिंसेस-इलेक्टर्स नामक रईसों की एक छोटी परिषद द्वारा हाउस ऑफ हैब्सबर्ग के भीतर से चुना गया था।","उस समय, साम्राज्ञी का निर्वाचन हाउस ऑफ़ हैप्सबर्ग के अंदर रईसों की एक छोटी परिषद जिसे राजकुमारी-निर्वाचक कहा जाता था, उसके द्वारा होती थी|","During that period, the emperor was elected from within the House of Habsburg by a small council of nobles called prince-electors.","उस अवधि के दौरान, सम्राट को प्रिंस-इलेक्टर्स नामक रईसों की एक छोटी परिषद द्वारा हाउस ऑफ हैब्सबर्ग के भीतर से चुना गया था।","उस समय, सम्राट का निर्वाचन हाउस ऑफ़ हैप्सबर्ग के अंदर रईसों की एक छोटी परिषद जिसे राजकुमार-निर्वाचक कहा जाता था, उसके द्वारा होती थी|","During that period, the <F>empress</F> was elected from within the House of Habsburg by a small council of nobles called <F>princess-electors</F>.","उस समय, <F>साम्राज्ञी</F> का निर्वाचन हाउस ऑफ़ हैप्सबर्ग के अंदर रईसों की एक छोटी परिषद जिसे <F>राजकुमारी</F>-निर्वाचक कहा जाता था, उसके द्वारा होती थी|","During that period, the <M>emperor</M> was elected from within the House of Habsburg by a small council of nobles called <M>prince-electors</M>.","उस समय,<M> सम्राट</M> का निर्वाचन हाउस ऑफ़ हैप्सबर्ग के अंदर रईसों की एक छोटी परिषद जिसे <M>राजकुमार</M>-निर्वाचक कहा जाता था, उसके द्वारा होती थी|",empress;princess-electors,साम्राज्ञी;राजकुमारी,emperor;prince-electors,सम्राट;राजकुमार,15.456840906766596,16.737724355074814,Poor,Poor,Correct,Correct
69,"The baronetcy and barony of Strathspey, which could only be inherited by females, were passed on to the Countess's sister, the fourth Baroness.","स्ट्रैथस्पी की बैरोनेटसी और बैरोनी, जो केवल महिलाओं को विरासत में मिल सकती थी, काउंटेस की बहन, चौथी बैरोनेस को दे दी गई।","स्ट्रैथस्पे की बैरोनेट्सी और बैरोनी, जो सिर्फ महिलाओं को ही विरासत में मिल सकती थी, काउंटेस की बहन, चौथी बैरोनेस को हस्तांतरित की गई|","The baronetcy and barony of Strathspey, which could only be inherited by males, were passed on to the Earl's brother, the fourth Baron.","स्ट्रैथस्पी की बैरोनेटसी और बैरोनी, जो केवल पुरुषों को विरासत में मिल सकती थी, अर्ल के भाई, चौथे बैरन को दे दी गई।","स्ट्रैथस्पे की बैरोनेट्सी और बैरोनी, जो सिर्फ पुरुषों को ही विरासत में मिल सकती थी, अर्ल के भाई, चौथे बैरन को हस्तांतरित की गई|","The baronetcy and barony of Strathspey, which could only be inherited by <F>females</F>, were passed on to the <F>Countess's</F> <F>sister</F>, the fourth <F>Baroness</F>.","स्ट्रैथस्पे की बैरोनेट्सी और बैरोनी, जो सिर्फ <F>महिलाओं</F> को ही विरासत में मिल सकती थी, <F>काउंटेस की बहन, चौथी बैरोनेस</F> को हस्तांतरित की गई|","The baronetcy and barony of Strathspey, which could only be inherited by <M>males</M>, were passed on to the <M>Earl's</M> <M>brother</M>, the fourth <M>Baron</M>.","स्ट्रैथस्पे की बैरोनेट्सी और बैरोनी, जो सिर्फ <M>पुरुषों</M> को ही विरासत में मिल सकती थी, <M>अर्ल के भाई, चौथे बैरन</M> को हस्तांतरित की गई|",females;Countess's;sister;Baroness,"महिलाओं;काउंटेस की बहन, चौथी बैरोनेस",males;Earl's;brother;Baron,"पुरुषों;अर्ल के भाई, चौथे बैरन",55.33515458241138,55.33515458241138,Excellent,Excellent,Correct,Correct
70,"Vanderslice then spent five years as a member of the experimental band Mk Ultra, with whom she released three albums in the 1990s.","इसके बाद वेंडरस्लाइस ने प्रायोगिक बैंड एमके अल्ट्रा के सदस्य के रूप में पांच साल बिताए, जिसके साथ उन्होंने 1990 के दशक में तीन एल्बम जारी किए।",वैंडरस्लाइस ने फिर पांच साल प्रायोगिक बैंड एमके अल्ट्रा की सदस्या के रूप में बिताये जिनके साथ उन्होंने 1990 के दशक में तीन एल्बम बनाए।,"Vanderslice then spent five years as a member of the experimental band Mk Ultra, with whom he released three albums in the 1990s.","इसके बाद वेंडरस्लाइस ने प्रायोगिक बैंड एमके अल्ट्रा के सदस्य के रूप में पांच साल बिताए, जिसके साथ उन्होंने 1990 के दशक में तीन एल्बम जारी किए।",वैंडरस्लाइस ने फिर पांच साल प्रायोगिक बैंड एमके अल्ट्रा के सदस्य के रूप में बिताये जिनके साथ उन्होंने 1990 के दशक में तीन एल्बम बनाए।,"Vanderslice then spent five years as a member of the experimental band Mk Ultra, with whom <F>she</F> released three albums in the 1990s.",वैंडरस्लाइस ने फिर पांच साल प्रायोगिक बैंड एमके अल्ट्रा <F>की सदस्या</F> के रूप में बिताये जिनके साथ उन्होंने 1990 के दशक में तीन एल्बम बनाए।,"Vanderslice then spent five years as a member of the experimental band Mk Ultra, with whom <M>he</M> released three albums in the 1990s.",वैंडरस्लाइस ने फिर पांच साल प्रायोगिक बैंड एमके अल्ट्रा <M>के सदस्य</M> के रूप में बिताये जिनके साथ उन्होंने 1990 के दशक में तीन एल्बम बनाए।,she,की सदस्या,he,के सदस्य,40.04456831424888,55.2411506166109,Very good,Excellent,Incorrect,Correct
71,She owned several villages that cultivated farms and paid tribute directly to her.,उनके पास कई गाँव थे जहाँ खेती होती थी और वे सीधे उन्हें श्रद्धांजलि देते थे।,वे खेती करनेवाले अनेक गावों की मालकिन थी और गांववाले अपनी सुरक्षा के लिए पैसे सीधे उन्हीको देते थे।,He owned several villages that cultivated farms and paid tribute directly to him.,उनके पास कई गाँव थे जहाँ खेती होती थी और वे सीधे उन्हें श्रद्धांजलि देते थे।,वे खेती करनेवाले अनेक गावों के मालिक थे और गांववाले अपनी सुरक्षा के लिए पैसे सीधे उन्हीको देते थे।,<F>She</F> owned several villages that cultivated farms and paid tribute directly to <F>her</F>.,वे खेती करनेवाले अनेक गावों <F>की मालकिन थी</F> और गांववाले अपनी सुरक्षा के लिए पैसे सीधे उन्हीको देते थे।,<M>He</M> owned several villages that cultivated farms and paid tribute directly to <M>him</M>.,वे खेती करनेवाले अनेक गावों <M>के मालिक थे</M> और गांववाले अपनी सुरक्षा के लिए पैसे सीधे उन्हीको देते थे।,She;her,की मालकिन थी,He;him,के मालिक थे,6.5956657605874,5.546271694289607,Useless,Useless,Incorrect,Incorrect
72,"My mom played for Leinster, my aunt played for Leinster, my cousin played for Leinster.","मेरी माँ लेइनस्टर के लिए खेलती थीं, मेरी चाची लेइनस्टर के लिए खेलती थीं, मेरा चचेरा भाई लेइनस्टर के लिए खेलता था।","मेरी माँ लेइनस्टर के लिए खेलती थीं, मेरी चाची लेइनस्टर के लिए खेलती थीं, मेरा चचेरा भाई लेइनस्टर के लिए खेलता था|","My dad played for Leinster, my uncle played for Leinster, my cousin played for Leinster.","मेरे पिता लेइनस्टर के लिए खेले, मेरे चाचा लेइनस्टर के लिए खेले, मेरा चचेरा भाई लेइनस्टर के लिए खेला।","मेरे पिता लेइनस्टर के लिए खेलते थे, मेरे चाचा लेइनस्टर के लिए खेलते थे, मेरा चचेरा भाई लेइनस्टर के लिए खेलता था|","My <F>mom</F> played for Leinster, my <F>aunt</F> played for Leinster, my cousin played for Leinster.","<F>मेरी माँ</F> लेइनस्टर के लिए<F> खेलती थीं</F>, <F>मेरी चाची</F> लेइनस्टर के लिए <F>खेलती थीं</F>, मेरा चचेरा भाई लेइनस्टर के लिए खेलता था|","My <M>dad</M> played for Leinster, my <M>uncle</M> played for Leinster, my cousin played for Leinster.","<M>मेरे पिता</M> लेइनस्टर के लिए <M>खेलते थे</M>, <M>मेरे चाचा</M> लेइनस्टर के लिए <M>खेलते थे</M>, मेरा चचेरा भाई लेइनस्टर के लिए खेलता था|",mom;aunt,मेरी माँ; खेलती थीं;मेरी चाची;खेलती थीं,dad;uncle,मेरे पिता;खेलते थे;मेरे चाचा;खेलते थे,91.64506531533452,55.48240425075862,Excellent,Excellent,Correct,Correct
73,Dowager empresses of Russia held precedence over the empress consort.,रूस की डाउजर साम्राज्ञियों को साम्राज्ञी संघ पर वरीयता प्राप्त थी।,रूस की विधवा सम्राज्ञियों का सम्राट की पत्नी पर अधिमान हुआ करता था।,Dowager emperors of Russia held precedence over the emperor consort.,रूस के दहेज़ सम्राटों को सम्राट पत्नी पर वरीयता प्राप्त थी।,रूस के विधुर सम्राटों का सम्राज्ञी के पति पर अधिमान हुआ करता था।,<F>Dowager empresses</F> of Russia held precedence over the <F>empress</F> consort.,रूस <F>की विधवा सम्राज्ञियों</F> का <F>सम्राट की पत्नी</F> पर अधिमान हुआ करता था।,<M>Dowager emperors</M> of Russia held precedence over the <M>emperor</M> consort.,रूस <M>के विधुर सम्राटों</M> का <M>सम्राज्ञी के पति</M> पर अधिमान हुआ करता था।,Dowager empresses;empress,की विधवा सम्राज्ञियों;सम्राट की पत्नी,Dowager emperors;emperor,के विधुर सम्राटों;सम्राज्ञी के पति,6.916141792551136,7.431878014503621,Useless,Useless,Correct,Incorrect
74,"Their form mistress is now Miss Jenks and they no longer have to bear the severeness of the first form mistress, Miss Roberts – who is extremely sarcastic and firm but can be kind when she feels like to, a bit like Mam'zelle, the French teacher that used to teach and is still teaching the girls.","उनकी फॉर्म मालकिन अब मिस जेन्क्स हैं और उन्हें अब पहले फॉर्म मालकिन, मिस रॉबर्ट्स की गंभीरता को सहन नहीं करना पड़ेगा - जो बेहद व्यंग्यात्मक और दृढ़ हैं लेकिन जब चाहें तब दयालु हो सकती हैं, कुछ हद तक मैमज़ेल, फ्रांसीसी की तरह वह शिक्षक जो पहले भी पढ़ाता था और अभी भी लड़कियों को पढ़ा रहा है।","उनकी शिक्षिका अब मिस जेन्क्स हैं और उन्हें अब पहली शिक्षिका, मिस रॉबर्ट्स के रूखेपन को सहन नहीं करना पड़ता - जो बेहद व्यंग्यात्मक और कठोर हैं, लेकिन जब वह चाहें तो दयालु हो सकती हैं, मैमजेल की तरह, वह शिक्षिका जो लड़कियों को फ्रेंच पढ़ाती थीं और अब भी पढ़ा रही हैं।","Their form master is now Mister Jenks and they no longer have to bear the severeness of the first form lover, Mister Roberts – who is extremely sarcastic and firm but can be kind when he feels like to, a bit like Monsieur, the French teacher that used to teach and is still teaching the boys.","उनके फॉर्म मास्टर अब मिस्टर जेन्क्स हैं और उन्हें अब पहले फॉर्म प्रेमी, मिस्टर रॉबर्ट्स की गंभीरता को सहन नहीं करना पड़ेगा - जो बेहद व्यंग्यात्मक और दृढ़ हैं लेकिन जब चाहें तब दयालु हो सकते हैं, कुछ हद तक फ्रांसीसी शिक्षक महाशय की तरह पढ़ाते थे और अब भी लड़कों को पढ़ा रहे हैं।","उनके शिक्षक अब मिस्टर जेन्क्स हैं और उन्हें अब पहले शिक्षक, मिस्टर रॉबर्ट्स के रूखेपन को सहन नहीं करना पड़ता - जो बेहद व्यंग्यात्मक और कठोर हैं, लेकिन जब वह चाहें तो दयालु हो सकते हैं, मॉन्सियोर की तरह, वह शिक्षक जो लड़कों को फ्रेंच पढ़ाते थे और अब भी पढ़ा रहे हैं।","Their form <F>mistress</F> is now <F>Miss</F> Jenks and they no longer have to bear the severeness of the first form <F>mistress</F>, <F>Miss</F> Roberts – who is extremely sarcastic and firm but can be kind when <F>she</F> feels like to, a bit like <F>Mam'zelle</F>, the French teacher that used to teach and is still teaching the <F>girls</F>.","<F>उनकी शिक्षिका</F> अब <F>मिस</F> जेन्क्स हैं और उन्हें अब <F>पहली शिक्षिका, मिस</F> रॉबर्ट्स के रूखेपन को सहन नहीं करना पड़ता - जो बेहद व्यंग्यात्मक और कठोर हैं, लेकिन जब वह चाहें तो दयालु हो <F>सकती</F> हैं, <F>मैमजेल</F> की तरह, वह <F>शिक्षिका</F> जो <F>लड़कियों</F> को फ्रेंच <F>पढ़ाती थीं</F> और अब भी पढ़ा <F>रही</F> हैं।","Their form <M>master</M> is now <M>Mister</M> Jenks and they no longer have to bear the severeness of the first form <M>lover</M>, <M>Mister</M> Roberts – who is extremely sarcastic and firm but can be kind when <M>he</M> feels like to, a bit like <M>Monsieur</M>, the French teacher that used to teach and is still teaching the <M>boys</M>.","<M>उनके शिक्षक</M> अब <M>मिस्टर</M> जेन्क्स हैं और उन्हें अब <M>पहले शिक्षक, मिस्टर</M> रॉबर्ट्स के रूखेपन को सहन नहीं करना पड़ता - जो बेहद व्यंग्यात्मक और कठोर हैं, लेकिन जब वह चाहें तो दयालु हो <M>सकते</M> हैं, <M>मॉन्सियोर</M> की तरह, वह <M>शिक्षक</M> जो <M>लड़कों</M> को फ्रेंच <M>पढ़ाते थे</M> और अब भी पढ़ा <M>रहे</M> हैं।",mistress;Miss;mistress;Miss;she;Mam'zelle;girls,"उनकी शिक्षिका;मिस;पहली शिक्षिका, मिस;सकती;मैमजेल;शिक्षिका;लड़कियों;पढ़ाती थीं;रही",master;Mister;lover;Mister;he;Monsieur;boys,"उनके शिक्षक;मिस्टर;पहले शिक्षक, मिस्टर;सकते;मॉन्सियोर;शिक्षक;लड़कों;पढ़ाते थे;रहे",29.97666134590117,41.00914447248374,Fair,Very good,Incorrect,Correct
75,"To the arguments of the flagships that it is necessary to constantly keep the fleet at sea, the empress replied: When the need calls for the use of ships, then I will go to sea; but I do not intend to walk on it like a grandmother .","फ़्लैगशिप के इस तर्क पर कि बेड़े को लगातार समुद्र में रखना आवश्यक है, महारानी ने उत्तर दिया: जब जहाजों के उपयोग की आवश्यकता होगी, तब मैं समुद्र में जाऊँगी; लेकिन मेरा इरादा इस पर दादी की तरह चलने का नहीं है।","ध्वज पोतों की नौका समुदाय के निरंतर सागर में रहने की जरूरत का उत्तर देते हुए साम्राज्ञी ने कहा: जब जहाजों का उपयोग करने की जरूरत होगी, तब मैं समुद्र में जाऊंगी; पर मैं किसी दादी की तरह उस पर चलना नहीं चाहती।","To the arguments of the flagships that it is necessary to constantly keep the fleet at sea, the emperor replied: When the need calls for the use of ships, then I will go to sea; but I do not intend to walk on it like a grandfather .","फ़्लैगशिप के इस तर्क पर कि बेड़े को लगातार समुद्र में रखना आवश्यक है, सम्राट ने उत्तर दिया: जब जहाजों के उपयोग की आवश्यकता होगी, तब मैं समुद्र में जाऊंगा; लेकिन मेरा इरादा इस पर दादा की तरह चलने का नहीं है।","ध्वज पोतों की नौका समुदाय के निरंतर सागर में रहने की जरूरत का उत्तर देते हुए सम्राट ने कहा: जब जहाजों का उपयोग करने की जरूरत होगी, तब मैं समुद्र में जाऊंगा; पर मैं किसी दादा की तरह उस पर चलना नहीं चाहता।","To the arguments of the flagships that it is necessary to constantly keep the fleet at sea, the <F>empress</F> replied: When the need calls for the use of ships, then I will go to sea; but I do not intend to walk on it like a <F>grandmother</F> .","ध्वज पोतों की नौका समुदाय के निरंतर सागर में रहने की जरूरत का उत्तर देते हुए <F>साम्राज्ञी</F> ने कहा: जब जहाजों का उपयोग करने की जरूरत होगी, तब मैं समुद्र में <F>जाऊंगी</F>; पर मैं किसी <F>दादी</F> की तरह उस पर चलना नहीं <F>चाहती</F>।","To the arguments of the flagships that it is necessary to constantly keep the fleet at sea, the <M>emperor</M> replied: When the need calls for the use of ships, then I will go to sea; but I do not intend to walk on it like a <M>grandfather</M> .","ध्वज पोतों की नौका समुदाय के निरंतर सागर में रहने की जरूरत का उत्तर देते हुए <M>सम्राट</M> ने कहा: जब जहाजों का उपयोग करने की जरूरत होगी, तब मैं समुद्र में <M>जाऊंगा</M>; पर मैं किसी <M>दादा</M> की तरह उस पर चलना नहीं <M>चाहता</M>।",empress;grandmother,साम्राज्ञी;जाऊंगी;दादी;चाहती,emperor;grandfather,सम्राट;जाऊंगा;दादा;चाहता,17.56256090188015,23.52731906156321,Poor,Fair,Correct,Correct
